날짜,지역,확진자수
2020.11.26,경기,6864
2020.11.26,강원,583
2020.11.26,충북,239
2020.11.26,충남,833
2020.11.26,전북,268
2020.11.26,전남,382
2020.11.26,경북,1681
2020.11.26,경남,537
2020.11.26,제주,73
2020.11.27,서울,8317
2020.11.27,부산,707
2020.11.27,대구,7224
2020.11.27,인천,1330
2020.11.27,광주,659
2020.11.27,대전,470
2020.11.27,울산,192
2020.11.27,세종,96
2020.11.27,경기,6981
2020.11.27,강원,592
2020.11.27,충북,259
2020.11.27,충남,864
2020.11.27,전북,292
2020.11.27,전남,393
2020.11.27,경북,1684
2020.11.27,경남,576
2020.11.27,제주,76
2020.11.28,서울,8494
2020.11.28,부산,735
2020.11.28,대구,7225
2020.11.28,인천,1354
2020.11.28,광주,675
2020.11.28,대전,483
2020.11.28,울산,195
2020.11.28,세종,96
2020.11.28,경기,7107
2020.11.28,강원,625
2020.11.28,충북,283
2020.11.28,충남,881
2020.11.28,전북,301
2020.11.28,전남,400
2020.11.28,경북,1689
2020.11.28,경남,590
2020.11.28,제주,78
2020.11.29,서울,8644
2020.11.29,부산,757
2020.11.29,대구,7228
2020.11.29,인천,1376
2020.11.29,광주,683
2020.11.29,대전,489
2020.11.29,울산,195
2020.11.29,세종,99
2020.11.29,경기,7207
2020.11.29,강원,644
2020.11.29,충북,306
2020.11.29,충남,894
2020.11.29,전북,318
2020.11.29,전남,419
2020.11.29,경북,1700
2020.11.29,경남,605
2020.11.29,제주,79
2020.11.30,서울,8811
2020.11.30,부산,809
2020.11.30,대구,7232
2020.11.30,인천,1409
2020.11.30,광주,696
2020.11.30,대전,494
2020.11.30,울산,198
2020.11.30,세종,100
2020.11.30,경기,7277
2020.11.30,강원,652
2020.11.30,충북,327
2020.11.30,충남,899
2020.11.30,전북,334
2020.11.30,전남,424
2020.11.30,경북,1704
2020.11.30,경남,625
2020.11.30,제주,80
